Myoware,X-axis,Y-axis,Z-axis,Output
938,-7.78,1.37,-0.81,Bicep_Correct_Form
324,-7.84,0.09,-0.5,Bicep_Correct_Form
454,-7.66,0.28,-0.81,Bicep_Correct_Form
381,-7.78,0,-0.72,Bicep_Correct_Form
211,-7.44,1.81,-0.47,Bicep_Correct_Form
277,-7.59,1.22,-0.47,Bicep_Correct_Form
933,-7.78,1.56,-0.25,Bicep_Correct_Form
663,-7.41,1.09,0.16,Bicep_Correct_Form
360,-7.88,1.37,-0.75,Bicep_Correct_Form
228,-7.63,1.72,-0.84,Bicep_Correct_Form
175,-7.63,1.31,-1.03,Bicep_Correct_Form
706,-7.56,1.41,-0.97,Bicep_Correct_Form
235,-7.69,0.56,-1.31,Bicep_Correct_Form
393,-7.38,1.75,-0.72,Bicep_Correct_Form
709,-7.16,1.66,-0.53,Bicep_Correct_Form
843,-7.56,0.44,-0.53,Bicep_Correct_Form
329,-7.44,1.56,-1.34,Bicep_Correct_Form
869,-7.81,1.31,-0.75,Bicep_Correct_Form
309,-7.84,0.91,-1.19,Bicep_Correct_Form
440,-7.16,1.78,-0.81,Bicep_Correct_Form
267,-7.75,1.03,-1.06,Bicep_Correct_Form
507,-7.84,1.47,-0.88,Bicep_Correct_Form
281,-7.63,0.88,-0.72,Bicep_Correct_Form
150,-7.63,1.19,-0.75,Bicep_Correct_Form
280,-7.66,1.69,-1.06,Bicep_Correct_Form
705,-6.75,2.81,-0.03,Bicep_Correct_Form
824,-7.56,0.47,-0.66,Bicep_Correct_Form
628,-7.88,1.09,-0.66,Bicep_Correct_Form
934,-7.84,1.12,-1.03,Bicep_Correct_Form
554,-7.06,1.47,-0.03,Bicep_Correct_Form
646,-7.84,1.72,-0.41,Bicep_Correct_Form
346,-7.88,-0.16,-1.06,Bicep_Correct_Form
532,-7.72,1.44,-0.69,Bicep_Correct_Form
477,-7.16,0.5,-0.31,Bicep_Correct_Form
194,-7.66,1.16,-0.75,Bicep_Correct_Form
438,-7.59,1.25,-0.75,Bicep_Correct_Form
343,-6.94,0.84,-0.53,Bicep_Correct_Form
505,-7.38,1.09,-0.59,Bicep_Correct_Form
368,-7.5,1.88,-0.12,Bicep_Correct_Form
179,-7.88,1.19,-0.12,Bicep_Correct_Form
126,-7.66,0.84,-0.81,Bicep_Correct_Form
940,-7.66,0.84,-0.78,Bicep_Correct_Form
404,-7.59,0.78,-0.56,Bicep_Correct_Form
558,-7.47,1.44,-0.37,Bicep_Correct_Form
392,-7.5,1.72,-0.16,Bicep_Correct_Form
495,-7.56,1.19,-0.47,Bicep_Correct_Form
392,-7.47,0.88,-0.78,Bicep_Correct_Form
498,-7.44,1.28,-0.25,Bicep_Correct_Form
251,-7.97,0.91,-2,Bicep_Correct_Form
945,-7.66,1.37,-0.84,Bicep_Correct_Form
359,-7.34,0.5,-0.72,Bicep_Correct_Form
294,-7.97,0.5,-1.09,Bicep_Correct_Form
522,-7.69,1,-0.84,Bicep_Correct_Form
461,-7.59,0.72,-0.72,Bicep_Correct_Form
229,-7.75,0.69,-1.34,Bicep_Correct_Form
782,-7.28,1.12,-0.94,Bicep_Correct_Form
386,-7.5,1.41,-0.69,Bicep_Correct_Form
480,-6.47,1.44,-0.34,Bicep_Correct_Form
323,-7.25,1.16,-0.88,Bicep_Correct_Form
564,-7.81,0.84,-1.16,Bicep_Correct_Form
942,-7.69,-0.12,-0.97,Bicep_Correct_Form
446,-7.53,0.69,-1.28,Bicep_Correct_Form
537,-7.66,0.37,-1,Bicep_Correct_Form
384,-7.66,0.56,-0.88,Bicep_Correct_Form
942,-7.38,1.22,-0.88,Bicep_Correct_Form
592,-7.16,1.12,-1.19,Bicep_Correct_Form
421,-7.84,0.81,-1.44,Bicep_Correct_Form
556,-7.88,0.72,-1.16,Bicep_Correct_Form
452,-7.88,0.66,-1.59,Bicep_Correct_Form
706,-7.75,0.34,-1.34,Bicep_Correct_Form
436,-8.28,1.28,-1.09,Bicep_Correct_Form
363,-7.28,1.69,-0.53,Bicep_Correct_Form
590,-7.06,0.88,-0.81,Bicep_Correct_Form
411,-7.59,0.06,-1.63,Bicep_Correct_Form
806,-7.41,0.75,-0.78,Bicep_Correct_Form
426,-7.56,1.41,-1.25,Bicep_Correct_Form
488,-7.81,0.66,-1.03,Bicep_Correct_Form
545,-7.59,0.28,-1.69,Bicep_Correct_Form
261,-7.78,0.88,-1.28,Bicep_Correct_Form
539,-7.53,0.63,-0.88,Bicep_Correct_Form
603,-7.84,0.03,-1.16,Bicep_Correct_Form
433,-7.78,0.56,-1.34,Bicep_Correct_Form
219,-7.59,0.25,-1.41,Bicep_Correct_Form
140,-7.84,0.47,-1.97,Bicep_Correct_Form
685,-7.78,2.06,-1.53,Bicep_Correct_Form
527,-7.84,-0.09,-0.88,Bicep_Correct_Form
369,-7.53,1.41,-0.81,Bicep_Correct_Form
775,-8.06,0.72,-0.91,Bicep_Correct_Form
638,-7.41,0.75,-0.75,Bicep_Correct_Form
722,-8.72,0.22,-2.22,Bicep_Correct_Form
906,-7.91,0.56,-1.12,Bicep_Correct_Form
786,-7.84,1.03,-1.44,Bicep_Correct_Form
709,-7.81,1.22,-0.88,Bicep_Correct_Form
435,-7.47,1.12,-0.75,Bicep_Correct_Form
304,-7.75,1.44,-0.47,Bicep_Correct_Form
670,-8.06,0.59,-0.91,Bicep_Correct_Form
262,-7.63,0.41,-0.59,Bicep_Correct_Form
607,-7.38,1.28,-0.66,Bicep_Correct_Form
369,-7.19,1.59,-0.56,Bicep_Correct_Form
314,-7.72,1.72,-1.25,Bicep_Correct_Form
933,-7.97,2.34,-0.94,Bicep_Correct_Form
302,-7.38,2.44,-1.19,Bicep_Correct_Form
412,-6.75,2.94,-0.84,Bicep_Correct_Form
476,-7.25,1.84,-1.03,Bicep_Correct_Form
334,-7.81,1.28,-0.81,Bicep_Correct_Form
387,-7.22,1.25,-0.75,Bicep_Correct_Form
933,-7.09,1.12,-1.06,Bicep_Correct_Form
318,-7.03,0.75,-0.41,Bicep_Correct_Form
565,-7.44,1.75,-0.81,Bicep_Correct_Form
459,-7.25,1.59,-0.88,Bicep_Correct_Form
566,-6.97,1.81,-0.94,Bicep_Correct_Form
692,-8.03,1.5,-1.69,Bicep_Correct_Form
518,-7.41,1.72,-0.78,Bicep_Correct_Form
575,-7.56,1.25,-0.44,Bicep_Correct_Form
201,-7.5,0.97,-1.25,Bicep_Correct_Form
403,-7.25,0.81,-0.81,Bicep_Correct_Form
348,-7.75,1.72,-0.78,Bicep_Correct_Form
439,-7.38,0.81,-0.94,Bicep_Correct_Form
498,-7.28,0.91,-1.25,Bicep_Correct_Form
412,-7.5,0.59,-0.91,Bicep_Correct_Form
561,-7.28,0.31,-0.56,Bicep_Correct_Form
291,-7.75,0.37,-1.19,Bicep_Correct_Form
498,-7.53,1.06,-0.97,Bicep_Correct_Form
279,-7.63,1.03,-1.72,Bicep_Correct_Form
667,-7.59,0.63,-1.53,Bicep_Correct_Form
514,-7.66,0.84,-0.81,Bicep_Correct_Form
389,-7.72,0.56,-1.31,Bicep_Correct_Form
442,-7.38,0.69,-0.84,Bicep_Correct_Form
205,-7.5,0.25,-1.16,Bicep_Correct_Form
266,-7.84,0.16,-1,Bicep_Correct_Form
207,-7.97,0.16,-1.25,Bicep_Correct_Form
263,-7.78,0.22,-0.84,Bicep_Correct_Form
325,-7.78,0.44,-0.84,Bicep_Correct_Form
398,-7.84,1.63,-0.47,Bicep_Correct_Form
153,-7.59,0.41,-1.12,Bicep_Correct_Form
447,-7.97,0.72,-1.31,Bicep_Correct_Form
894,-7.19,2.16,-0.75,Bicep_Correct_Form
518,-7.88,0.53,-1.25,Bicep_Correct_Form
229,-7.5,-0.25,-0.66,Bicep_Correct_Form
422,-7.84,0.47,-1.19,Bicep_Correct_Form
350,-7.84,-0.63,-1.66,Bicep_Correct_Form
935,-8.16,0.06,-1.41,Bicep_Correct_Form
287,-7.41,0.44,-0.81,Bicep_Correct_Form
380,-7.66,0.72,-0.84,Bicep_Correct_Form
263,-7.5,0.69,-0.09,Bicep_Correct_Form
342,-7.25,1.12,-0.72,Bicep_Correct_Form
645,-7.34,-0.12,-2.38,Bicep_Correct_Form
753,-7.31,1.5,-0.94,Bicep_Correct_Form
931,-7.88,1.41,-1.12,Bicep_Correct_Form
586,-8.13,1.5,-0.94,Bicep_Correct_Form
936,-5.59,1.25,0.75,Bicep_Correct_Form
475,-7.22,1.03,-0.44,Bicep_Correct_Form
529,-7.56,1.81,-0.75,Bicep_Correct_Form
360,-7.03,1.25,-0.12,Bicep_Correct_Form
660,-6.97,2.69,-0.22,Bicep_Correct_Form
412,-7.09,0.69,-0.22,Bicep_Correct_Form
797,-8.03,1,-0.69,Bicep_Correct_Form
493,-7.78,1.44,-0.81,Bicep_Correct_Form
779,-6.63,0.16,-0.16,Bicep_Correct_Form
312,-8.06,1.53,-1.31,Bicep_Correct_Form
367,-7.97,0.22,-0.84,Bicep_Correct_Form
274,-7.44,0.59,-0.66,Bicep_Correct_Form
191,-7.63,1.72,-0.69,Bicep_Correct_Form
381,-7.88,1.63,-0.78,Bicep_Correct_Form
930,-8.13,1.03,-0.53,Bicep_Correct_Form
486,-7.66,0.47,-0.75,Bicep_Correct_Form
761,-7.47,0.94,-0.88,Bicep_Correct_Form
911,-7.5,0.19,-1.41,Bicep_Correct_Form
658,-7.41,0.94,-1.16,Bicep_Correct_Form
936,-7.78,0.66,-1.44,Bicep_Correct_Form
762,-8.22,0.53,-1.41,Bicep_Correct_Form
408,-7.81,0.41,-1,Bicep_Correct_Form
694,-7.94,0.75,-0.97,Bicep_Correct_Form
901,-7.66,0.84,-1.25,Bicep_Correct_Form
788,-7.31,0.63,-0.37,Bicep_Correct_Form
927,-7.5,1.34,-1.41,Bicep_Correct_Form
555,-7.28,0.69,-1.03,Bicep_Correct_Form
365,-7.63,0.88,-1.19,Bicep_Correct_Form
450,-7.69,0.81,-1.09,Bicep_Correct_Form
383,-7.19,1.75,-0.78,Bicep_Correct_Form
931,-7.56,1.12,-1.47,Bicep_Correct_Form
459,-7.97,1.06,-0.91,Bicep_Correct_Form
202,-7.69,0.84,-0.81,Bicep_Correct_Form
442,-7.47,0.91,-0.94,Bicep_Correct_Form
593,-7.66,0.81,-1.06,Bicep_Correct_Form
146,-7.53,0.69,-0.72,Bicep_Correct_Form
606,-6.47,0.03,-0.5,Bicep_Correct_Form
484,-7.56,1.31,-1.06,Bicep_Correct_Form
601,-7.5,1.22,-0.72,Bicep_Correct_Form
410,-7.53,0.78,-0.56,Bicep_Correct_Form
137,-7.72,0.12,-0.72,Bicep_Correct_Form
398,-7.38,1.12,-0.78,Bicep_Correct_Form
306,-7.34,0.34,-0.75,Bicep_Correct_Form
402,-7.69,0.84,-1.31,Bicep_Correct_Form
567,-7.72,1.28,-0.91,Bicep_Correct_Form
404,-7.66,1.03,-0.37,Bicep_Correct_Form
352,-7.75,1.06,-0.81,Bicep_Correct_Form
229,-7.16,0.81,-0.97,Bicep_Correct_Form
386,-7.53,0.47,-0.84,Bicep_Correct_Form
276,-7.47,0.72,-0.72,Bicep_Correct_Form
382,-7.88,1.19,-0.81,Bicep_Correct_Form
576,-7.28,1.53,-0.31,Bicep_Correct_Form
165,-7.44,0.69,-0.78,Bicep_Correct_Form
633,-7.38,1.22,-1.03,Bicep_Correct_Form
822,-7.91,-0.37,-1.03,Bicep_Correct_Form
271,-7.75,0.63,-0.97,Bicep_Correct_Form
347,-7.81,1.31,-0.84,Bicep_Correct_Form
496,-7.63,0.56,-1.03,Bicep_Correct_Form
273,-7.56,0.34,-1.06,Bicep_Correct_Form
327,-7.66,0.44,-1.12,Bicep_Correct_Form
474,-7.94,0.75,-1,Bicep_Correct_Form
291,-7.75,0.16,-0.94,Bicep_Correct_Form
170,-8,0.47,-0.84,Bicep_Correct_Form
308,-7.41,0.78,-1.12,Bicep_Correct_Form
574,-7.88,1.56,-1.25,Bicep_Correct_Form
325,-8.25,1.19,-1.59,Bicep_Correct_Form
445,-7.69,0.59,-1.22,Bicep_Correct_Form
629,-7.47,0.66,-0.84,Bicep_Correct_Form
485,-7.19,0.66,-0.91,Bicep_Correct_Form
610,-7.75,1.47,-0.69,Bicep_Correct_Form
357,-7.53,1.37,-0.72,Bicep_Correct_Form
487,-7.66,0.41,-0.94,Bicep_Correct_Form
859,-7.72,0.47,-0.59,Bicep_Correct_Form
268,-7.75,0.53,-1.31,Bicep_Correct_Form
484,-7.44,1.59,-0.88,Bicep_Correct_Form
582,-7.78,1.03,-0.88,Bicep_Correct_Form
119,-7.44,1,-1.06,Bicep_Correct_Form
352,-7.88,1.5,-1.09,Bicep_Correct_Form
410,-7.78,1.16,-0.84,Bicep_Correct_Form
159,-7.63,0.97,-1.31,Bicep_Correct_Form
329,-7.44,0.16,-1.5,Bicep_Correct_Form
575,-7.5,1.47,-0.53,Bicep_Correct_Form
311,-7.34,1.47,-0.34,Bicep_Correct_Form
187,-7.63,1.09,-0.94,Bicep_Correct_Form
628,-7.97,1.63,-1.16,Bicep_Correct_Form
151,-8,1.28,-0.97,Bicep_Correct_Form
429,-7.41,0.88,-0.75,Bicep_Correct_Form
270,-7.5,0.53,-1.5,Bicep_Correct_Form
213,-7.75,0.25,-1.22,Bicep_Correct_Form
312,-7.59,1.53,-1.16,Bicep_Correct_Form
237,-7.34,-0.03,-0.75,Bicep_Correct_Form
428,-7.34,0.84,-1.22,Bicep_Correct_Form
313,-7.66,0.72,-0.84,Bicep_Correct_Form
398,-7.56,0.78,-0.75,Bicep_Correct_Form
925,-8.41,1.75,-1.78,Bicep_Correct_Form
633,-8.41,2.03,-1.34,Bicep_Correct_Form
927,-6.84,0.78,-1.28,Bicep_Correct_Form
704,-7.44,2.41,-0.84,Bicep_Correct_Form
275,-7.44,0.66,-1.28,Bicep_Correct_Form
922,-7.75,2.03,-1.22,Bicep_Correct_Form
271,-7.5,0.91,-1.41,Bicep_Correct_Form
341,-7.69,0.81,-1.66,Bicep_Correct_Form
650,-7.84,1,-0.91,Bicep_Correct_Form
307,-7,1.37,-0.78,Bicep_Correct_Form
439,-8.06,0.59,-0.94,Bicep_Correct_Form
320,-7.75,0.41,-1.16,Bicep_Correct_Form
405,-7.94,1,-0.28,Bicep_Correct_Form
730,-7.63,0.72,-1.16,Bicep_Correct_Form
523,-7,1.37,-0.94,Bicep_Correct_Form
806,-7.19,1.44,-1.34,Bicep_Correct_Form
471,-7.59,0.91,-1.25,Bicep_Correct_Form
528,-7.78,-0.06,-0.75,Bicep_Correct_Form
250,-7.38,0.28,-1.56,Bicep_Correct_Form
324,-7.03,0.69,-0.94,Bicep_Correct_Form
708,-7.81,0.94,-1.19,Bicep_Correct_Form
528,-7.97,0.97,-1,Bicep_Correct_Form
365,-7.84,0.94,-0.66,Bicep_Correct_Form
642,-7.88,-1.25,-2.72,Bicep_Correct_Form
563,-7.91,0.31,-1.69,Bicep_Correct_Form
484,-7.88,-0.22,-1.59,Bicep_Correct_Form
649,-7.44,0.41,-1.34,Bicep_Correct_Form
498,-7.66,0.5,-1.25,Bicep_Correct_Form
399,-7.81,0.28,-1.59,Bicep_Correct_Form
662,-7.22,1.44,-1.12,Bicep_Correct_Form
923,-7.25,1.09,-1.19,Bicep_Correct_Form
784,-7.84,0.34,-1.5,Bicep_Correct_Form
299,-7.28,0.41,-1,Bicep_Correct_Form
454,-7.78,0.56,-1.34,Bicep_Correct_Form
342,-7.56,1.16,-1.09,Bicep_Correct_Form
450,-7.5,0.81,-0.88,Bicep_Correct_Form
725,-7.34,0.59,-1.5,Bicep_Correct_Form
348,-7.34,1.34,-1,Bicep_Correct_Form
402,-7.38,0.75,-0.19,Bicep_Correct_Form
506,-8.63,1.94,-1.88,Bicep_Correct_Form
439,-7.03,0.19,-0.78,Bicep_Correct_Form
698,-7.81,0.81,-1.37,Bicep_Correct_Form
917,-7.25,1.16,-0.97,Bicep_Correct_Form
539,-7.97,1.72,-1.75,Bicep_Correct_Form
711,-7.63,0.44,-1.31,Bicep_Correct_Form
584,-7.72,0.59,-1.59,Bicep_Correct_Form
375,-7.59,0.81,-0.81,Bicep_Correct_Form
859,-7.59,0.19,-1.25,Bicep_Correct_Form
920,-7.72,1.56,-0.91,Bicep_Correct_Form
642,-7.63,0.25,-0.56,Bicep_Correct_Form
429,-7.66,1,-0.78,Bicep_Correct_Form
723,-6.28,1.16,-0.41,Bicep_Correct_Form
639,-8.13,0.78,-1.28,Bicep_Correct_Form
417,-7.66,0.88,-0.88,Bicep_Correct_Form
834,-7.66,0.19,-1,Bicep_Correct_Form
318,-7.75,1.37,-0.84,Bicep_Correct_Form
500,-7.63,-0.03,-0.84,Bicep_Correct_Form
588,-7.41,0.94,-1.16,Bicep_Correct_Form
456,-7.44,0.63,-0.72,Bicep_Correct_Form
865,-7.5,0.63,-0.81,Bicep_Correct_Form
273,-7.5,1.5,-0.53,Bicep_Correct_Form
198,-6.97,-0.25,-0.25,Bicep_Correct_Form
338,-7.81,1.59,-0.84,Bicep_Correct_Form
454,-7.84,-0.25,-1.22,Bicep_Correct_Form
507,-7.97,0.09,-1.63,Bicep_Correct_Form
656,-7.25,0.34,-1.06,Bicep_Correct_Form
268,-5.72,-2.31,-1.31,Bicep_Correct_Form
547,-7.41,1.59,-0.31,Bicep_Correct_Form
405,-7.72,-0.09,-2.09,Bicep_Correct_Form
674,-7.75,-0.22,-1.91,Bicep_Correct_Form
817,-7.22,0.94,-1.06,Bicep_Correct_Form
331,-7.38,1,-1.34,Bicep_Correct_Form
739,-7.47,0.69,-0.91,Bicep_Correct_Form
329,-7.78,0.84,-1.22,Bicep_Correct_Form
439,-7.72,1.28,-0.69,Bicep_Correct_Form
860,-7.63,-0.12,-1.25,Bicep_Correct_Form
937,-7.66,0.84,-0.97,Bicep_Correct_Form
317,-7.53,0.16,-0.97,Bicep_Correct_Form
975,-7.63,2.22,-1.03,Bicep_Correct_Form
561,-7.47,0.56,-1.34,Bicep_Correct_Form
737,-7.53,0.16,-1.91,Bicep_Correct_Form
977,-7.28,0.19,-1.28,Bicep_Correct_Form
414,-8.03,0.94,-1.09,Bicep_Correct_Form
322,-7.31,1.12,-0.84,Bicep_Correct_Form
619,-7.59,0.63,-0.88,Bicep_Correct_Form
335,-7.72,1.12,-1.09,Bicep_Correct_Form
271,-7.31,1.12,-0.81,Bicep_Correct_Form
